,Unnamed: 0,ID,Timestamp,Text,Class
438,219,1158150801535074048,2019-08-04 23:00:43,"On this day, we honor the life of the beloved Susan ""Suzy"" G. Komen, who we lost at the age of 36 to #metastatic #breastcancer. Each & every day, we'll continue to fight relentlessly to end this awful disease that took Suzy & continues to take the lives of far too many people. pic.twitter.com/Z4j9UokVxa",0
439,220,1158526095089721088,2019-08-05 23:52:00,"The #Agendia team is thankful for the generous support of #H2020 in several of our research initiatives. As the only diagnostic company focused exclusively on #breastcancer, the strength of our commitment to provide the comprehensive genomic profile for patients grows every day. pic.twitter.com/qcsgmNsOWJ",0
440,221,1159228743610774016,2019-08-07 22:24:04,"Who is ready for a trip to #myrtlebeach? And when you go, wouldn’t you like tickets to @AlabamaTheatre!? Come to our #breastcancer fundraiser for the #PPW and win them in the silent auction! 9/7/19 - thanks #AlabamaTheatre for your generosity! pic.twitter.com/hHRu8lcd1l",0
441,222,1160332231077957888,2019-08-10 23:28:56,Thank you @Wolves for some of my first #breastcancerawareness #breastcancer #cancersucks #PremierLeague photos today  #wolverhampton #Wolvespic.twitter.com/CKERFEwozc,0
442,224,1161416884610187008,2019-08-13 23:18:58,That moment when you ask your mom to send pics of her tatas- but for context my mom is a breast cancer survivor getting nipple tattoos so it’s not totally creepy. When your boobs can kill you- they became a less taboo subject. #breastcancer #savethetatas,0
443,225,1161420630958445056,2019-08-13 23:33:51,"Such a low day. Struggling so very much with the reality that the chances of me surviving 10 years is 20% likely. Trying to stay positive but I really, really don’t want to die young.. #livingwithmets #breastcancer #secondarycancer #Birmingham",1
444,227,1162107482619162880,2019-08-15 21:03:09,"In #Raleigh? Passionate about helping others? Join me 1 wk from tonight at the @AmericanCancer #MakingStrides kickoff party @HiltonRaleighN. We need you to be a sponsor, #volunteer, #team captain, #fundraiser or participant! Msg me to #RSVP or get more details. #breastcancer pic.twitter.com/oKbaUQeChB",0
445,228,1162111047962112000,2019-08-15 21:17:19,My friends came to my last chemo with pink balloons some years ago. Ever since than we keep the tradition-in a hope to end #breastcancer one day . Congrats to Ayala for last chemo today. In the healing journey chemo is the one who we remember forever. pic.twitter.com/l16d58Bkv0,1
446,229,1162151074855177984,2019-08-15 23:56:22,The amazing mum who beat #breastcancer's story was similar to mine except the holiday bit. I'm waiting till my reconstruction b4 planning my holiday. ,1
447,230,1162478577553740032,2019-08-16 21:37:45,"My radiation is over, and God let me ring another bell! He has been by my side - and sometimes carried me - every step of this #breastcancer journey. He continues to bless me, and I have the best husband, children, school family, and friends to prove it. #beatcancer #ginnystrongpic.twitter.com/GQiCA2liqZ – at The West Cancer Center",1
448,231,1162480376792698880,2019-08-16 21:44:54,DON’T FORGET to stop  by @fatzcafe off Forest Drive from 6-9pm tonight to help us raise funds in the fight against #breastcancer as we #PinkItOut !pic.twitter.com/9aoRJVNKlX,0
449,232,1162499281443442944,2019-08-16 23:00:01,How can we best serve you? A) Share survivor & patient stories B) Provide breast cancer education C) Explain how Komen is taking action D) Share ways to get involved. Reply with your answer! #breastcancer pic.twitter.com/ArP9dgBKeN,0
450,233,1162499544925594112,2019-08-16 23:01:04,Are you or a loved one currently going through #breastcancer? We're here to help in any way we can. Call the Susan G. Komen Breast Cancer Helpline to talk to our trained specialists. Dial 1-877 GO KOMEN Monday-Friday  from 9AM-10PM Est or email helpline@komen.org <3 pic.twitter.com/UpoH9ncP9U,0
451,234,1163230938161209088,2019-08-18 23:27:22,"On a flying visit to #NYC and found my book in #barnesandnoble on 5th Ave. Oddly, it’s the first time I’ve seen it in a bookstore, so that’s made the trip extra-special.  #StrongerThanBefore #breastcancer pic.twitter.com/zODnoYs88I",0
452,235,1163576614732668928,2019-08-19 22:20:57,Stop by this Wednesday 8/21 @CSHL 7pm to visit @Gayatriarun our VP of Biology poster: ‘Identification and Characterization of Novel Splice Variants in Triple Negative #breastcancer’ during the #cshlmRNA @cshlmeetings #startup #RNA #AI #ML #biotech #discovercuresfaster #splicing – at Cold Spring Harbor Laboratory,0
453,236,1164312910845242880,2019-08-21 23:06:44,"#perthnews airing tonight #channel10 #perth from 5pm - Official Opening of GenesisCare #mandurah #westernaustralia #stateofart #cancer treatment centre  part of my #breastcancer journey. Amazing care & Support, glad #radiotherapy is finished for me #recovery & celebrations pic.twitter.com/c581d0jMPw",1
454,237,1164681253137743872,2019-08-22 23:30:24,My oncologist just switched my meds to Letrizole (I believe it is spelled this way?) so I’m feeling good about that!! This is the one most of my friends are on who have gone through #breastcancer ,1
455,238,1165023532964670976,2019-08-23 22:10:30,For my Mum who survived #breastcancer and my Dad who didn’t survive #livercancer and to all those who have fought the fight and lost or survived. #daffodilday pic.twitter.com/F3lBDNb4hZ,0
456,239,1165047075987475968,2019-08-23 23:44:03,"At 360 lbs on 1/1/19, I decided sobriety and a better #IntermittentFasting regimen was needed. I’ve battled #breastcancer, worked hard, and am officially in the 200 Club. I promised my wife I’d get back into .@DDPYoga at 300. Tomorrow is the day. I’m ready. #MensHealthpic.twitter.com/NOoPas9E2s",1
457,240,1165752569706230016,2019-08-25 22:27:25,"So exciting.  Working in #lupus #nephritis but having recently benefited from precision medicine to allow me to decide I didn’t need chemo for #breastcancer, I want to be able to offer similar prognostic information for my #kidney #patients.  Thanks for highlighting @FionaCLoud",1
458,241,1165761510578085888,2019-08-25 23:02:57,"Brumby’s Bakery Bulimba catered our Pink Lady launch! The product was fresh, decorated pink & delicious, and the franchisee Lara and Scott (baker) Russell were so gracious & helpful. Thank you. #brumbys #bakery #breastcancer #allianceairlines #australiapic.twitter.com/gEoVeCTK7u",0
459,242,1166118529684229888,2019-08-26 22:41:37,How excited am I about this delivery today? ⁦@DrPaulNassif⁩ #skincare #as/if regimen. I’m ready to get my hair and skin back on track after 10 months of dealing with #breastcancer I’ve neglected both during chemo. I’m ready for a fresh start!! #botched ⁦@BotchedTV⁩pic.twitter.com/8TRpMLF2zv,1
460,243,1166478510526877952,2019-08-27 22:32:03,"One of the things we're proudest of is that through our #VH07V brand, we are able to give back to our community. Here's 25-year #breastcancer survivor Vivian Murray in her #susangkomen collab tee, featured in the latest issue of #GenerationsMagazine. #BreastCancerAwarenesspic.twitter.com/nMhBZaCHij – at Susan G Komen Hawaii Chapter",0
461,244,1166491443013307904,2019-08-27 23:23:27,#breastcancer didn’t kill me but the nonsteroidal aromatase inhibitors will. On #2 because they’re causing painful inflammation. Like 100 on 1-10scale. Hands numb=>carpal tunnel.,1
462,245,1166840341854608896,2019-08-28 22:29:51,So grateful for the *gift* of being finished with active treatment for #breastcancer!! This season in my faith journey has been remarkable for the grace God has shown me in the valley. Thank you to @SailingHeals for the wonderful day of celebrating new life. #NewProfilePicpic.twitter.com/RRQea04PIc,1
463,246,1167212771273888000,2019-08-29 23:09:45,"If my mammo is clean, I’ll still be NED.  Dexa in 6 months to make sure this med isn’t depleting my bones. Can’t say I’m in remission for 3 more years #breastcancer #cancerNED",1
464,247,1168303166128975872,2019-09-01 23:22:35,"Shhhh I have two sailor moon dresses  One for pink day, used it while I was working at my kids school #breastcancer",0
465,248,1168307938340921088,2019-09-01 23:41:33,"Go for oral livecells therapy because our body is made of stemcell, +639175110518 #Alzheimers #breastcancer #Colon #Dementia #Epilepsy #Fibromyalgia #gout #hypertension #immunotherapy #LupusChat #MileyCyrus #livercancer #ChronicPain #AIDS #HIV",0
466,250,1169024561687539968,2019-09-03 23:09:09,My dad died in 2015 of metastatic #melanoma. My friend Lynn died earlier this year from #breastcancer. I have multiple  #Myeloma and my best friend from grad school has mets #melanoma too. So many loves.,0
467,251,1169376828345029120,2019-09-04 22:28:56,"Since we discovered my wife is losing her 4 year battle with #breastcancer, I've been trying to complete as much of this #Buffy poster, which my wife has been working on for years, as I can. Huge thank you to @SarahMGellar for signing for her, and to all that made it happen <3pic.twitter.com/h1Guro4Xfy",0
468,252,1169393865083805952,2019-09-04 23:36:38,"Today, my friend+colleague Dr. Amy Comander starts her PAVING the Path to Wellness Program for Breast Cancer Survivors at Newton-Wellesley Hospital. This program empowers women to thrive. So grateful she is using the Lifestyle Medicine Handbook for her curriculum. #breastcancer pic.twitter.com/k0fkeCBuuj",0
469,253,1169739761566831104,2019-09-05 22:31:06,"I cannot tell you the amazing positive feedback I hear from #breastcancer patients about our Onco-Psychogy team. We are so glad you're part of the team @KUcancercenter! For patients, we are always happy to refer you to this team - it's okay to ask for support! #cancerfreekansas",0
470,254,1169741528559968000,2019-09-05 22:38:07,"So my mom was diagnosed with breast cancer last month and had successful surgery today. Still many weeks of treatment, but I just had to share the good news! Many thanks to my IRL friends for their love and support. #FuckCancer #BreastCancer",0
471,255,1170122285472026880,2019-09-06 23:51:07,"In recognition of #breastcancer awareness month, we are once again offering low-cost digital screening mammograms for $50 during the month of October. To schedule your appointment or learn more, call: 909.469.9395 pic.twitter.com/LEo0onl1tu",0
472,256,1170471953603297024,2019-09-07 23:00:34,"Getting pedicures with my best friend, my mama, as a celebration for the great news I received from my last MRI! They could not find a mass, which means that every painful minute of that brutal chemo was worth it. I’m ready for chemo round 2! #chemo #breastcancer #mom #tnbcpic.twitter.com/viGoGSbBfw",1
473,257,1170842321291756032,2019-09-08 23:32:17,Join me October 19th @ 7am fighting for a cause. All proceeds will be donated to the @susangkomen  #breastcancerwalk #breastcancer #susangkomen #nolahairstylist #fightagainstcancerpic.twitter.com/WFib0QWhzz,0
474,258,1171200442598067968,2019-09-09 23:15:20,This is the week I go for reconstructive surgery and I’m scared but I trust God will see me through #breastcancer #reconstructivebreastsurgery,1
475,259,1172294679792180992,2019-09-12 23:43:26,"Thank you Kelley Dickinson and others for a wonderful evening and kickoff of our @AmericanCancer #RMWP campaign, raising much needed funds for #breastcancer #awareness and #research - Happy to represent our many patients and caregivers at @CancerCenterpic.twitter.com/D3nRRu4kwm",0
476,260,1172641918670556928,2019-09-13 22:43:14,Tis happening. Tomorrow we are competing at #girlsgonerx have it ladies!  #breastcancer #competeforacure #crossfitnorthlondonpic.twitter.com/XUiidOdjyb,0
477,261,1174454449357671936,2019-09-18 22:45:35,Today we saw the initial layout of the STORY+ app for African American breast cancer survivors. Exciting things are afoot! @HeartstoriesSue @UofSCNursing #NursesWhoTweet #breastcancer,0
478,262,1174821231570427904,2019-09-19 23:03:03,Wear your PV gear tomorrow & buy your pink shirt from @PutValley_Cheer so we can wear pink EVERY WEDNESDAY in October for #breastcancer awareness! @NotoFrye @mattmello56 @abookforfrancespic.twitter.com/5xS5Akodxp,0
479,263,1174822274114970112,2019-09-19 23:07:11,To the mom dx w/ #breastcancer & wants to live to see her baby grow up; To the daughter who lost her dad to BC & didn’t know this was a man’s disease; To the grandmother who wishes it was herself & not her granddaughter – we see you. Each of you is fueling our work to end BC pic.twitter.com/nV9wPLYjWZ,0
480,264,1174832181702778880,2019-09-19 23:46:34,When my oncology trainer James and I leave the gym clothes behind and dress to impress for the #Miami Cancer Institute’s Fight ‘N Heal event  #breastcancer #healthpic.twitter.com/FVkpbydRKq,0
481,265,1174833384603803904,2019-09-19 23:51:20,I love the color pink as well.  I don't like how the pink is used to make #breastcancer seem pretty.  We can still love our pink girlfriend.,0
482,266,1175894780686914048,2019-09-22 22:08:57,"I had my first shingles shot a short while back. Since I already operate from a position of fatigue, the extra fatigue from the shot had me staying in for a couple of days. #bcsm #breastcancer #BreastCancerSurvivor",0
483,267,1175903314128581120,2019-09-22 22:42:51,You never walk alone during times of struggles like #breastcancer.  My husband helped shaved my head as my cat looked on.  #gratitude @SigmaNursing #NursesWhoTweetpic.twitter.com/nCScH1Xq7s,1
484,268,1176269809169968896,2019-09-23 22:59:11,"Women who thrive after breast cancer are many! Dr. Amy Comander, my colleague and dear friend, is increasing that number with the PAVING the Path to Wellness program at Newton Wellesley Hospital. It's Week 3 + participants are happy as can be! #breastcancer #BCSM #thinkpinkpic.twitter.com/XYHAcfaR7x",0
485,269,1176634698069491968,2019-09-24 23:09:07,"Everyone is at risk of #breastcancer, but for some, that risk is higher than other. To learn more, come speak with one of our @EpicCare #BreastHealth Specialists. To make a consultation, call (510) 379-9461.",0
486,270,1176645539401588992,2019-09-24 23:52:12,"We are grateful to @PMILV for sponsoring our signature event in Las Vegas. Their employees, patients and their families love joining their team for the #MORETHANPINKLV walk and spreading awareness about what PMI offers to the #community to help fight for a cure for #breastcancer. pic.twitter.com/hyWKCHHaD0",0
487,271,1176993934729457920,2019-09-25 22:56:36,@taylorswift13 my daughter & I can’t get through #soonyoullgetbetter without alligator tears. I’m fighting #breastcancer now & she’s been my champion.. hard for a 13 year old. #lover is the best!,1
488,272,1177358262892675072,2019-09-26 23:04:18,"One in eight women in the U.S will get breast cancer in her lifetime. Early detection of breast cancer saves lives, If you or know anyone who'd like to pre-registered for the breast cancer event, let us know. Please share this flyer, together we can beat #breastcancer #Awarenesspic.twitter.com/MfqjjCFVFe",0
489,273,1177360393187909888,2019-09-26 23:12:46,Congratulations to our Peer Navigators who presented a poster at the @AACR #HealthDisparities Conference. Their project focused on innovative #PatientEngagement strategies to elevate knowledge of #breastcancer and #ClinicalTrials among African American women. #aacrdisp19pic.twitter.com/JpsZmWRVHr,0
490,274,1177360991501345024,2019-09-26 23:15:09,"October is right around the corner, and that means it's time to raise awareness for Breast Cancer! Remember those high heel races that we used to do? Stay tuned to see if we have another one in store! #tbt #rommelhd #harley #hd #harleydavidson #breastcancer #breastcancerawarenesspic.twitter.com/q3agI6bTdG",0
491,275,1178086262915440896,2019-09-28 23:17:07,Proud of Coach Kaylee and our @Ravens_VB  participating in the 18th Annual Serve For The Cure Volleyball Tournament.  #RiseUp #CancerAwareness #breastcancer #serveforthecurepic.twitter.com/THyhmCHleI,0
492,276,1178434889970061056,2019-09-29 22:22:26,Yes these T-shirts are available.. we have several colors.. #LOYALTYLEAF #CIGARHORNY CI:GAR O CLOCK.Enjoy your smoking experience #loyaltyleafcigarhornycollection #botl #sotl #cigarlife #breastcancer. Tag a friend that may be interested.. Follow us on IG #loyaltyleaf #cigarlifepic.twitter.com/4Zypzx1NYa,0
493,277,1178812287785852928,2019-09-30 23:22:05,Watching Coronation St at the moment is absolutely crushing me. Lost my best friend 2 years ago... I don’t think I’ll ever get over losing her #bestfriends #breastcancer,0
494,278,1179182838693945088,2019-10-01 23:54:31,#IDriveFor my patients past and present @chevrolet #breastcancer,0
495,279,1179541478021979904,2019-10-02 23:39:37,"Celebrate Breast Cancer Awareness Month by listing anyone we can celebrate and keep in our thoughts and prayers.  Pure joy to be a 1 year survivor, cheers all! #breastcancer #BreastCancerAwarenessMonth #breastcancerawareness #love #joy",0
496,280,1179544088061731072,2019-10-02 23:50:00,"For the month of October my default picture will be a pink shield for Breast Cancer Awareness, please get yourself checked. #breastcancer #breastcancerawareness #pinkoctober #savethetataspic.twitter.com/DhkgGxbKUQ",0
497,281,1179545900856667904,2019-10-02 23:57:12,I need a new patch for my collection! #breastcancer #Survivor #PinkOctober #pinkpatchproject,0
498,282,1180625490681328128,2019-10-05 23:27:06,"Day 5 of my of my #MonthOfWigs. I will rock different look each day of Oct. in my battle against breast cancer. Meet Vanessa.She is an insurance claims adjuster. She reads Tarot cards for her co-workers, but isn’t very good at it.#cancersucks #breastcancer #slayorbeslayedpic.twitter.com/fhAjlwaFd3",1
499,284,1180989257047068928,2019-10-06 23:32:35,What a difference a year makes! Proud of my @velocity_ride @columbiacancer #breastcancer team. Thank you to all who supported us.  pic.twitter.com/NUHEZy5j9f,0
500,285,1181346608522374912,2019-10-07 23:12:34,October is Breast Cancer Awareness Month & we are partnering with @project31com to support the fight against breast cancer. Continue to tag us & add photos in the comments of your team wearing Paint the Pitch Pink t-shirts! #OEFCFamily #thinkpink #celebratesurvival #breastcancer pic.twitter.com/8X9ogrK2av,0
501,286,1181714757205671936,2019-10-08 23:35:27,"2 yrs ago I had a meltdown when my long hair started falling out in handfuls. It was my 1st time w/#chemo & it happened fast. It’s devastating for women, sometimes the hardest part of dealing w/#cancer. It’s emotional.  #breastcancer pic.twitter.com/oyVcln0yC7",1
502,287,1181715141617958912,2019-10-08 23:36:59,There is a touching breast cancer story I will be sharing later today. There are plenty lessons to be learnt. Follow us @buclinicliited as we educate and raise awareness in this #BreastCancerAwarenessMonth #breastcancerawareness #breastcancer #breastfeeding,0
503,289,1182801036500700928,2019-10-11 23:31:57,@chevrolet #IDriveFor my aunt and friends to end #breastcancer,0
504,290,1183532249414820096,2019-10-13 23:57:31,"Four years ago my wife was diagnosed with #breastcancer . I've never witnessed more bravery and grace as she progressed through treatment. Today, cancer free, we participated again in the American Cancer Society Making Strides Cancer Walk. A tough reminder that #cancersuckspic.twitter.com/I29qt1qUGs",0
505,291,1184247577639824896,2019-10-15 23:19:59,I got pink hair and you can too! Tune in to #GoodDayClt Thursday at 8:15am to find out how you can get results for #breastcancer survivors through #TheInkedPhoenixProject & #HUESalonBallantyne. Together we can raise awareness & get results!!  @FOX46News #BreastCancerAwarenesspic.twitter.com/VpfUmNiDHR,0
506,292,1184250098428988928,2019-10-15 23:30:00,"Since 2006, our partners at @marsglobal have joined us in changing the future of #breastcancer! They've raised over $700,000 for breast cancer research and each year, their mascots join us at our #CIBCRunfortheCure to help spread cheer to our Run participants!pic.twitter.com/BOiz1AsO3v",0
507,293,1184250291643994112,2019-10-15 23:30:46,"In case you missed it, for the entire month of October we're going #pink. We're sharing #breastcancerawareness tips and donating a portion of all sales to our favorite #breastcancer foundation! Fight for a cure!!  pic.twitter.com/NOBLOvY6nZ",0
508,294,1184251989447892992,2019-10-15 23:37:31,"Looking forward to this informative #WomensHealth event we are hosting in 2 weeks! Excited to speak alongside one of my dear patients about the importance of breast cancer screening,& steps women can take to lower their risk for #breastcancer. @MGHCancerCenter @newtonwellesleypic.twitter.com/SA8mkmec0r",0
509,295,1184614878033694976,2019-10-16 23:39:30,"It’s #breastcancerawareness month and tomorrow on @ksatnews GMSA at 9 we have a super block, it’s a series of stories related to #breastcancer. I speak with one of the top cancer doctors in San Antonio about male breast cancer, you don’t want to miss it. pic.twitter.com/8Qwf4kuSHh",0
510,296,1186055820535942912,2019-10-20 23:05:18,Love what we do with Making Strides! Make sure you help bring awareness to breast cancer this month and remind all the lovely women in your life to schedule their annual check ups. Early detection makes all the difference. #pinkribbon #breastcancer pic.twitter.com/HqhB4xI1xN,0
511,297,1186067341341351936,2019-10-20 23:51:04,We made strides against #BreastCancer today! It was incredible seeing so many people come together in the fight against breast cancer. We want to thank our amazing team for coming out and for everyone who walked today! We can't wait to sponsor this amazing event again next year. pic.twitter.com/ulPkmLPYPm,0
512,298,1186068719727981056,2019-10-20 23:56:33,"So, while we are talking about it, and it’s October, my ex-wife passed away from #breastcancer. The #cancer was stonger and infectious across  numerous other organs. She was diagnosed less than 1 year ago...",0
513,299,1186069019096257024,2019-10-20 23:57:44,"With the generosity f/@RyanTuerck & @Mishimoto yesterday while I was at #FDIRW #FormulaDrift, I met my #GoFundMe goal & exceeded it! Thanks so much! I appreciate it & am truly blessed. Thx for taking care of me!  #breastcancer #BreastCancerAwarenessMonth #cancerpic.twitter.com/c0VouNivHo",0
514,300,1187151409122304000,2019-10-23 23:38:46,For #breastcancer awareness event at our lab today pic.twitter.com/0EQrP68QXs,0
515,301,1187514082624015872,2019-10-24 23:39:54,"ARMYs, let’s do our thing! We NEED your help! This October, use or RT the hashtag #IDriveFor & @Chevrolet will contribute $5 to the fight against #breastcancer up to $340k.",0
516,302,1187866521445588992,2019-10-25 23:00:22,Tip # 25 in my 31 days of BREAST CANCER TAKE ACTION month. I've been nutrition therapist for >20 yrs. I help people re-build relationship w/food. Need help? Reach me via message. I work privately w/1:1 clients. This flies under the radar in #breastcancer community! pic.twitter.com/YsNPKcjNHz,0
517,303,1188240565302771968,2019-10-26 23:46:41,One year ago exactly I went for my routine mammogram that changed my life. They did the ultrasound that as well and my doctor told me I had #breastcancer I went home and called @BedfordBC THAT DAY (before my biopsy) because I knew it Booked my double mastectomy for  14 days later,1
518,304,1188598765701213952,2019-10-27 23:30:03,#October is #breastcancer #awareness month: #healthyeating and a #healthylifestyle are so important to maintain our health.  Make healthy choices in what you eat.pic.twitter.com/KtbrM8m1ar,0
519,305,1190409166952816896,2019-11-01 23:23:56,Hey @BofA_Help your #custserv rep Cheryl Anderson from the DE call center provided #exceptional #CustomerService for me in getting my accounts back on track after I let things slide due to my #mother losing her 4th battle against #breastcancer. Great #CustomerExperience! #Kudos,0
520,306,1190742385560621056,2019-11-02 21:28:02,"As #BreastCancerAwarenessMonth comes to a close, I want to give a shout out to my amazing wife, Laura, for serving as the Chair of the Baylor Scott & White #CelebratingWomen luncheon in #Dallas.  She packed the house to fight #breastcancer. @bswhealth_DFW #ImpactThatMatterspic.twitter.com/qYrQBFLbgS",0
521,307,1190779260484509952,2019-11-02 23:54:33,So on the way home from lunch we had to stop several times as I was feeling sick. Not fun. I just had a few hours nap & feel little better. Just a bit dehydrated. Sometimes things wear my body out more than I think. Saturday’s are always my hardest. #chemo #breastcancer #cancer,1
522,308,1191133816011842048,2019-11-03 23:23:26,"Laid awake thinking what a f**k up the majority of my life has been. Childhood was  for a whole host of traumatic reasons, high school bullies, parents death at young age and #breastcancer diagnosis.  Other than Gary and Jake entering my life its been a s*** ride so far!",1
523,309,1191142293970963968,2019-11-03 23:57:07,"I work 12hr #nightshift, so it’s never too early for me. I got shit to say @ 3am & used to text my bestie of 32yrs, but she passed in August from #breastcancer. Feel free to text/ DM anytime of day ",0
524,310,1191481274285867008,2019-11-04 22:24:07,Thanks to ⁦@ClevelandClinic⁩ volunteer program #CleClinicCancer #breastcancer team spent the afternoon helping in packing more than 5000 lbs of food at Cleveland Food Bank #wefeed!! Thanks to my amazing colleagues ⁦@Emily_Monte⁩ ⁦@gt_budd⁩pic.twitter.com/rdwNBrgg0f,0
525,311,1191502714489967104,2019-11-04 23:49:18,I took 2nd in the primary against @amyklobuchar even though she tried to harm my wife on the day of the caucuses. They took her #breastcancer treatment coverage away and played with it in the @MinnesotaDHS and @MNCourts. They're barbaric.,0
526,312,1192212122517822976,2019-11-06 22:48:14,Fantastic to be here in Brussels with our @EDCFree partners to call on MEPs to take legislative action to reduce public exposure to harmful chemicals linked to #breastcancer pic.twitter.com/vUUN5ocBUy,0
527,314,1192585908769317120,2019-11-07 23:33:32,"what do you do when you get the call telling you, you have #breastcancer ? You do what sources your soul! In my case I #write #amwriting #amediting #newpage #WritingCommunity",1
528,315,1192939922174464000,2019-11-08 23:00:15,"It’s always hard when you find out you #patient has #metastatic #breastcancer. I’m glad for all the advances we have made in systemic therapy, and of the renewed interest in care for metastatic patients. More needs to be done tho. #surgonc @ASBrS @SocSurgOnc",0
529,316,1192954581707190016,2019-11-08 23:58:30,Grateful to @KUcancercenter and the @AmericanCancer Society Institutional Research Grant program for funding my pilot project exploring tumor-myeloid interactions in immunotherapy-resistant triple negative #breastcancer! #bcsmpic.twitter.com/tcOHrVHhHY,0
530,317,1193280283027504896,2019-11-09 21:32:44,"My friends from #FormulaDrift keep me motivated & strong. Whenever u see me wear my @OracleLights @Achilles_Radial @Bridges_Racing team hat to #chemo or around, it keeps me going & I feel my best when wearing it. Thanks @DeanKarnage  #teamkarnage #dk43 #breastcancer pic.twitter.com/sAixw3IrIo",1
531,320,1194023876306652928,2019-11-11 22:47:30,Super evening delivering a #selfcare  workshop to Stafford Breast Cancer support group Butterflies #Cancer #reflexology #mindfulness #breastcancer if you would like me to visit your group please pm me pic.twitter.com/kBcsk2Vdhz,0
532,321,1194386662723345920,2019-11-12 22:49:05,"Catawba Valley Medical Center’s mobile mammography unit brings early breast cancer screenings to women right at their place of work. This unit was designed & built by SVSR Inc, on one of our commercial shells. #mammogram #breastcancer #mobilehealthpic.twitter.com/uyqvqb0bNA",0
533,322,1195126240535077120,2019-11-14 23:47:54,I’m sacrificing my boyish good looks for #Movember!! #ProstateCancer #TesticularCancer #MensHealthAwarenessMonth #MensHealth #MensConference #breastcancer affects men too!! #BeBreastAware,0
534,323,1196201891954340096,2019-11-17 23:02:10,"Someone stole my North Face  coat out of my car a couple of weeks ago, while I was in class. If anyone sees it please let me know. This is a picture of it and I would greatly appreciate it back. #northface #siuc #siu #BreastCancerAwareness #breastcancer pic.twitter.com/UVBzs4kJbi",0
535,324,1196553244517888000,2019-11-18 22:18:19,What a fantastic Lighting Your Path #breastcancer support event we had yesterday! We will be posting key takeaways from the presentations here this week. Stay tuned... #bcsm #bccwwpic.twitter.com/YqJz5NH1zF,0
536,325,1196569850728123904,2019-11-18 23:24:18,Back in July when my hair mostly done falled out. #breastcancer #nohairdontcare #fuckcancer #shavedhead #chemosucks #naturalhealing #ttacpic.twitter.com/SmxtTTKvC1,1
537,326,1196925696054112000,2019-11-19 22:58:18,"We invite you to our next Surgical Horizons Seminar, Thursday, Dec. 19, noon-1 PM. Elizabeth Mittendorf, MD, PhD @BWH Surgery @DanaFarber, will present “Immunotherapy for Breast Cancer: Contributions of a Surgeon-Scientist.” Lunch: 11:45. 110 Francis St, Lowry 9. #breastcancer pic.twitter.com/DscGCBzGU2",0
538,327,1197283806224536064,2019-11-20 22:41:18,Don’t forget to #Download #free copies of my helpful #childlife #books about #talking to kids about #breastcancer and #stage4breastcancer #metastaticbreastcancer @rethinktweet website #families #cancer #information #educationpic.twitter.com/3SPW7eyzFj,0
539,328,1197285968837053952,2019-11-20 22:49:54,"Radio night! Join me on @SIRIUSXM 110 @NYUDocs NOW 6-8pET discussing male #breastcancer with @DrAttai @obogler, #BRCA & #ProstateCancer genetics w @heatherhcheng & @ColinCPritchard and diet/lifestyle tips for Men’s Health w @drgeoespinosa",0
540,329,1198349928768007936,2019-11-23 21:17:41,@KPMemberService @kpthrive Repeated my question to a member services rep on the phone (when I was called by them) Why is Kaiser (SFBay area) *not* yet trained to use their Tomosynthesis machines? Rep said he “would get back to me.” He hasn’t. #Tomosynthesis #breastcancer,0
541,330,1198712437727518976,2019-11-24 21:18:10,"Last month, #Fujitsu hosted a wide range of activities across our major offices to fundraise and raise awareness for the cause. All donations went towards @NBCFAus's goal of zero deaths from #breastcancer by 2030 #PinkRibbonBreakfast #NBCF #ZeroBy2030 #fujitsuaustraliapic.twitter.com/GvSuHNXIak",0
542,332,1199108048410874112,2019-11-25 23:30:11,"Breast cancer doesn't take a break and our researchers have dedicated their lives to outsmarting this disease. Thank you, researchers, for your tireless work! #weekofthanks #breastcancer pic.twitter.com/MbpI3255XM",0
543,333,1199822070303076096,2019-11-27 22:47:27,"Please pray  for comfort from pain, peace of mind, & a joyful holiday season w/ family for my dear friend living w/ Stage IV metastatic #breastcancer. As you gather w/ family this wknd, be extra THANKFUL for life, for time together, & your many blessings!  #cancersucks",0
544,334,1199836453494252032,2019-11-27 23:44:37,So @NAViGOCARE crisis team reported me to the rspca...saying I neglect my dog and leave him in on his own for 24 hours In a cage...which made me that upset that I have hardly left my flat and cancelled my #breastcancer clinic appt because I'm worried they would report me again.,0
545,335,1200162456502513920,2019-11-28 21:20:02,#whatmakesamurderer something about seeing a convicted murderer with his face in a mask going through a brain scan with no space to move makes me slightly happier of my own #scanxiety and that of what others go through #breastcancer,0
546,336,1200170508156834048,2019-11-28 21:52:01,"Today we are thankful for all of the researchers, scientists, advocates, and supporters who are working to create a world in which no one loses a loved one to #breastcancer. #HappyThanksgiving to you and all of your families! What are you thankful for?pic.twitter.com/14y3ulvYSe",0
547,338,1200893908609318912,2019-11-30 21:46:33,I totally agree.  I love Fergus the Westie.  He's so helped me on my #treatmentjourney for #breastcancer pic.twitter.com/dFSndfeVAA,1
548,339,1200894305608634112,2019-11-30 21:48:08,Just realized that one year ago yesterday I began my second #breastcancer treatment journey. What a year it’s been.,1
